Tenure,MonthlyCharge,Bandwidth_GB_Year,Outage_sec_perweek,Yearly_equip_failure,Age,Income,Email,Contacts,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Gender_Male,Gender_Nonbinary,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Contract_One year,Contract_Two Year,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,InternetService_Fiber Optic,TechSupport_Yes,StreamingTV_Yes,PaperlessBilling_Yes,Techie_Yes,Area_Suburban,Area_Urban,Churn
19.26726194,174.958118,2728.767869,9.341631685,2.0,23.0,22580.7,9.0,0.0,4.0,4.0,4.0,7.0,3.0,3.0,3.0,4.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0
10.52199781,149.962093,1180.588788,6.68082638,1.0,56.0,18342.12,17.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,0
13.01149229,137.439154,1196.388018,8.273875452,0.0,83.0,83671.08,9.0,0.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0
16.87922024,184.971516,1948.694497,5.880565591,0.0,29.0,115114.57,14.0,1.0,5.0,6.0,5.0,2.0,4.0,5.0,4.0,4.0,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,0
10.06019902,159.965581,1582.295235,11.79073041,0.0,30.0,64256.81,10.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,1
13.87001293,177.65076,1840.014467,10.79846973,0.0,39.0,89061.45,13.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,1
15.78214958,194.966286,2070.376729,13.52284721,0.0,63.0,31659.3,13.0,1.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
2.303331273,202.682861,882.0985933,9.831166695,0.0,60.0,44142.81,16.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,True,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,1
17.10995632,152.490739,1833.0967,9.57470568,0.0,61.0,39262.14,11.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,0
12.80615845,149.944668,1954.080809,10.92246098,0.0,23.0,19494.75,10.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,1
20.45390977,184.978458,2330.319383,12.06889188,3.0,38.0,39624.21,14.0,0.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
2.415991977,127.495766,594.1054279,6.984819996,0.0,30.0,45714.47,18.0,1.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0
6.652298992,124.964303,713.0633088,9.372975594,1.0,52.0,27442.03,16.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,0
8.543717478,149.948316,945.3802928,7.109002592,0.0,68.0,79699.62,9.0,0.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,True,0
5.770390256,162.511928,870.76398,13.74777955,0.0,75.0,28520.32,15.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,1
4.157658837,92.455141,774.2937069,9.767668044,0.0,77.0,12558.83,12.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
10.40566091,222.649979,1506.446527,15.8626095,1.0,47.0,8762.23,15.0,0.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,1
1.392421597,139.981577,419.0508708,14.73616645,0.0,70.0,43882.72,12.0,0.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,1
1.430386349,200.132293,1259.415493,13.43558029,0.0,20.0,10482.52,13.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,1
5.425864884,257.651257,1745.125956,10.61771118,0.0,69.0,33442.79,18.0,1.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,1
11.08287797,230.105118,1795.465729,6.613070806,0.0,45.0,43383.54,14.0,0.0,3.0,2.0,1.0,5.0,3.0,3.0,3.0,2.0,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,0
3.586184954,147.489301,492.4771472,4.450171647,0.0,40.0,21793.88,13.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,0
4.727388465,230.105118,1013.993166,8.774646693,0.0,82.0,51960.51,9.0,0.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,1
20.89923386,174.958118,2680.762173,11.13156721,1.0,74.0,25942.1,8.0,1.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,1.0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,1
3.471329958,267.664655,1081.814362,5.540788887,0.0,69.0,11211.59,15.0,1.0,6.0,5.0,5.0,5.0,2.0,6.0,5.0,5.0,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,True,1
5.478588204,162.483267,1209.961168,13.80362698,1.0,52.0,8283.29,11.0,0.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,1
3.312991809,229.993134,897.5919144,16.31017089,1.0,26.0,10114.81,16.0,1.0,4.0,3.0,5.0,5.0,2.0,4.0,5.0,5.0,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,1
7.161561527,140.00128,1340.930156,9.447065309,0.0,25.0,36229.21,9.0,2.0,5.0,6.0,4.0,2.0,5.0,3.0,3.0,3.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,0
9.847563364,184.964681,1113.993679,16.84100845,0.0,66.0,25397.44,12.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,0
16.04202196,147.473844,1530.10769,7.972937227,1.0,72.0,50336.5,10.0,1.0,3.0,4.0,3.0,6.0,4.0,4.0,6.0,2.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,0
9.179779682,172.457857,1310.137419,11.42906608,0.0,21.0,38211.37,12.0,1.0,5.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,0
3.002844144,107.481989,892.8964931,8.06137096,0.0,55.0,52887.26,16.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,0
3.924254455,255.141716,1125.581944,12.54780492,2.0,41.0,12003.33,11.0,1.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,4.0,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,True,False,1
18.55959629,192.456745,2016.710031,8.255565152,0.0,32.0,24090.62,13.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,True,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,0
8.798394712,242.632554,1412.736809,13.156514,0.0,22.0,15137.93,6.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,1
10.377366,245.174977,1710.689671,10.58349704,0.0,44.0,54458.38,5.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,2.0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,1
22.25746016,184.964681,2384.885909,12.50184778,0.0,23.0,132116.33,11.0,1.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,3.0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,1
9.427146079,195.006206,1213.940165,9.750038902,0.0,43.0,37358.13,11.0,1.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,1
7.760290062,104.962874,740.010722,7.868660851,2.0,86.0,26534.16,11.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,0
11.56938439,92.488023,897.9716153,12.43563329,1.0,84.0,76430.83,14.0,0.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0
3.343811019,184.979684,1026.387172,8.957166926,0.0,62.0,4662.37,13.0,3.0,2.0,2.0,3.0,4.0,3.0,5.0,2.0,4.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1
7.338869531,187.656013,1234.244324,8.015021713,0.0,68.0,43820.85,12.0,1.0,2.0,3.0,3.0,5.0,4.0,2.0,3.0,2.0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,1
5.486534225,149.962093,727.3731845,4.210347704,0.0,59.0,38391.55,8.0,0.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,0
1.55278221,169.944668,452.8721504,11.13960534,0.0,31.0,44137.6,6.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,True,1
12.07970325,160.00128,1296.674543,9.03738856,0.0,51.0,14364.65,11.0,2.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,1
13.98666226,129.962093,1840.628269,10.91594785,1.0,58.0,62359.91,11.0,1.0,3.0,4.0,3.0,6.0,3.0,4.0,5.0,3.0,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,0
9.563362997,114.950905,1324.330108,8.387624096,1.0,73.0,82634.86,11.0,0.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
6.732948946,142.515576,958.1397059,11.4487514,1.0,33.0,15690.25,11.0,0.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,0
15.72071086,220.14775,1868.864027,10.22013704,0.0,58.0,14568.7,15.0,2.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,True,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,1
7.233605493,124.97808,676.712908,8.425458142,0.0,49.0,29207.46,9.0,1.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,0
2.871017037,164.964681,1086.990308,8.386280619,0.0,26.0,55319.23,12.0,1.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,0
2.344875382,194.976769,704.7540406,9.565924291,0.0,25.0,81831.49,10.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,0
7.960490246,152.455519,1416.444695,10.79349982,0.0,42.0,100076.65,14.0,3.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1
12.25062113,92.5018,1095.950634,6.081975067,0.0,81.0,69965.65,15.0,0.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0
9.634946079,127.488728,1083.610268,13.55065547,0.0,43.0,34883.69,13.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,0
7.916533093,184.963371,1570.641337,9.470419821,0.0,63.0,45634.2,14.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0
4.471254161,265.146969,1007.425553,6.194985909,1.0,70.0,10964.73,11.0,0.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,1
10.79028074,207.609354,1323.028419,10.80393657,0.0,78.0,22365.28,19.0,1.0,4.0,4.0,3.0,6.0,2.0,5.0,7.0,4.0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,1
12.24190682,152.462354,1808.730555,7.903964267,1.0,48.0,52636.6,17.0,0.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,0
2.203859443,200.132293,1120.241472,11.27443693,1.0,63.0,19048.13,18.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,1
23.92132231,212.655686,2676.789803,6.129509309,0.0,60.0,42784.82,12.0,0.0,5.0,5.0,6.0,5.0,3.0,7.0,5.0,5.0,False,False,True,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True,1
3.7311787,255.119794,1268.086909,7.969277912,0.0,87.0,77996.88,17.0,0.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,1
7.980015371,134.950905,822.6771666,4.368120492,0.0,54.0,47507.3,9.0,0.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0
9.190009376,255.137219,1577.915603,6.258356398,1.0,35.0,7724.73,9.0,0.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,True,1
2.378630018,214.966286,648.7471776,12.92303286,0.0,70.0,1509.52,16.0,0.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1
5.43464555,270.160419,1648.102673,12.43301273,0.0,67.0,81124.71,13.0,0.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,1
1.092361222,200.165175,768.0874545,7.607663559,0.0,46.0,11795.57,11.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False,False,False,1
20.13981517,149.937833,2426.030626,7.442789019,1.0,50.0,74794.84,10.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
24.64873861,240.114868,2660.503932,13.04429298,0.0,24.0,19038.78,18.0,1.0,4.0,4.0,5.0,1.0,4.0,4.0,3.0,3.0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,1
9.677739656,127.495766,1129.549713,14.89762162,0.0,20.0,79167.77,17.0,0.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0
9.82814183,187.609354,1771.286466,13.79387475,1.0,29.0,37428.26,13.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,1
7.832238337,169.992756,943.3391244,15.66367593,0.0,31.0,45148.38,6.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,0
19.45250317,192.456745,1907.226083,8.513410306,0.0,72.0,74855.47,13.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,4.0,4.0,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,True,0
14.34766616,120.004928,1885.939118,8.265002035,0.0,71.0,45323.86,10.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,0
2.257358355,195.006206,631.7435653,8.6026551,0.0,32.0,71596.14,11.0,0.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,2.0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,0
2.358129018,139.95684,562.6095219,6.03993035,0.0,33.0,10389.95,15.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,6.0,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,0
4.650578623,114.983787,593.8572264,14.6040829,0.0,67.0,19657.14,12.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,2.0,3.0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,False,0
3.721772616,207.638588,777.3060718,7.274007029,1.0,66.0,27827.03,13.0,1.0,4.0,3.0,3.0,6.0,1.0,4.0,3.0,3.0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,1
3.76663012,187.609354,1393.202392,8.913898759,0.0,21.0,15609.05,12.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,1
4.151256695,134.950905,393.6524652,11.59313893,2.0,61.0,19815.63,13.0,0.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,0
2.188918771,192.470522,409.7486664,8.294186076,0.0,75.0,58482.9,13.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,1
13.85488928,222.628057,2138.107161,15.19664016,0.0,63.0,41656.53,9.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,1
3.273341151,162.468917,443.984031,5.083995994,0.0,68.0,115510.46,3.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,0
19.75096265,159.979358,2481.385603,6.942719201,1.0,32.0,15841.19,7.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1
18.38404445,184.979684,2233.567181,9.834012571,0.0,76.0,81127.41,7.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,0
4.672610857,245.145743,1158.91369,11.0596826,0.0,29.0,24270.88,13.0,0.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,1
6.796299371,124.97808,529.40733,8.834079073,1.0,83.0,54466.33,17.0,0.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
12.97632235,187.484705,1956.7337,5.271228601,1.0,23.0,64816.84,14.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,1
20.31163945,162.500692,2056.386979,9.394961367,0.0,80.0,103311.26,15.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,True,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,0
6.998814446,182.467607,1067.373076,14.4754365,1.0,20.0,40211.04,11.0,1.0,3.0,4.0,3.0,5.0,2.0,6.0,6.0,6.0,True,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,True,False,0
14.46288204,222.660939,1806.135733,10.68311773,1.0,69.0,58077.38,12.0,1.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,False,False,True,1
11.13472066,182.467607,1397.701335,13.79409442,0.0,32.0,43466.35,10.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,0
2.542296644,220.161527,808.4305471,12.40165307,0.0,53.0,23289.77,19.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,1
17.22596021,169.937833,1886.531937,10.24782033,0.0,25.0,49158.49,9.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,0
22.79214163,204.963371,2294.781131,14.86100819,2.0,69.0,3805.84,16.0,0.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,1
3.823689744,204.963371,826.3438621,6.716953195,1.0,71.0,52616.27,10.0,2.0,3.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,1
10.77094687,245.128318,2072.564168,8.124258176,0.0,53.0,30550.42,18.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,1
13.08671185,172.473314,1436.793746,14.60903837,2.0,56.0,12154.01,11.0,0.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,1
14.76468813,172.456745,1963.332683,12.65015936,2.0,42.0,30649.31,9.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
9.473091121,194.976769,1324.164906,12.0281501,0.0,33.0,31417.33,14.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,1
5.197446331,137.439154,704.9375603,15.68043093,0.0,47.0,55861.19,16.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,0
6.577552683,192.470522,888.6517305,11.30421466,1.0,48.0,9044.26,18.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,1
3.174571918,159.951231,377.0810282,10.26646787,0.0,63.0,25381.66,10.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,1
17.88002366,112.455141,1606.489936,7.56618217,0.0,40.0,65064.31,9.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,0
13.12190056,174.961766,1431.409396,10.40677369,0.0,67.0,12527.51,14.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,1
23.34617699,162.452604,2253.85247,7.146124361,0.0,56.0,35499.06,13.0,3.0,6.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,0
6.311709178,137.483594,1353.29384,9.807530479,0.0,24.0,26282.4,10.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,0
