Tenure,MonthlyCharge,Bandwidth_GB_Year,Outage_sec_perweek,Yearly_equip_failure,Age,Income,Email,Contacts,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Gender_Male,Gender_Nonbinary,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Contract_One year,Contract_Two Year,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,InternetService_Fiber Optic,TechSupport_Yes,StreamingTV_Yes,PaperlessBilling_Yes,Techie_Yes,Area_Suburban,Area_Urban
61.56209,252.624,5592.221292,9.887125,0.0,68.0,14401.6,10.0,2.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False
6.976028,117.5152,867.4232348,12.93507,2.0,36.0,22140.82,10.0,1.0,6.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
11.4255,192.4404,1452.597026,12.54175,0.0,44.0,68269.35,15.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True
12.21754865,262.610632,1758.735654,13.07119875,1.0,22.0,69327.78,10.0,2.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False
70.50359,225.1457,7014.911451,16.86536,0.0,33.0,57149.88,17.0,1.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False
63.79124,220.1323,5842.03594,14.90809,0.0,69.0,95360.44,17.0,0.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,6.0,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False
6.955766017,127.460067,1262.531104,8.730183974,0.0,28.0,79775.67,16.0,3.0,3.0,4.0,2.0,5.0,5.0,3.0,3.0,2.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
9.460484456268532,217.85040249417355,1545.0570043474445,8.312085186645271,0.0,52.25507692620894,3501.978697589384,12.14574745979161,0.4291494919583218,4.0,3.570850508041678,3.570850508041678,2.858298983916644,4.141701016083356,3.0,3.1417010160833563,4.429149491958322,True,False,True,False,True,False,False,False,False,False,True,True,True,True,True,False,False,True
17.40218357959867,187.51673830243757,2441.404641812419,10.986176920206544,0.0,37.36421464527049,19235.806927120782,11.249062143067,0.3754689284665004,3.750937856933001,4.375468928466501,3.750937856933001,4.0,4.0,3.3754689284665003,3.0,3.6245310715335,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False
68.02064,147.4564,6530.78052,9.643831,0.0,43.0,26492.19,8.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
67.19921,207.4974,5806.242503,11.34172,1.0,78.0,22715.5,12.0,0.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,True
2.074623101743444,240.28392380449455,811.8265295663996,11.12152017494222,0.9746513957360616,58.17744022984757,54410.7130894376,12.974651395736062,1.949302791472123,3.949302791472123,3.949302791472123,3.0253486042639386,2.9746513957360614,5.923954187208184,3.9239541872081847,2.9746513957360614,2.0253486042639386,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,False,True
9.543016,167.4564,953.6134686,9.756543,2.0,72.0,98660.88,15.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
16.02992,117.4835,1806.59355,9.330391,0.0,45.0,39569.58,12.0,1.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
64.79115,152.5104,6236.657026,0.09974694,1.0,36.0,24779.5,11.0,1.0,3.0,4.0,3.0,6.0,2.0,5.0,5.0,3.0,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
5.129029,95.01949,794.1801028,12.54048,0.0,18.0,47106.04,16.0,0.0,5.0,5.0,5.0,2.0,5.0,2.0,3.0,3.0,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True
4.612099351,222.632554,1479.639912,10.39432745,0.0,75.0,17089.24,18.0,0.0,3.0,4.0,2.0,4.0,4.0,2.0,1.0,5.0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True
58.77685,194.9768,5210.637512,11.08536,0.0,61.0,38613.68,15.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,True,False,False,False,True,False,False,False,False,True,False,True,True,True,True,False,True,False
64.91577,187.656,5902.115401,8.974128,0.0,60.0,17595.42,12.0,0.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False
3.005825400177021,189.95123490590956,751.3434208275726,9.498096566093857,0.0,76.33893952090045,1561.9230121340966,14.665486416652538,0.6672567916737313,3.6663716041631353,3.332743208326269,3.6663716041631353,4.332743208326269,2.333628395836865,3.333628395836865,4.0,3.6663716041631353,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True
7.93260821,157.483594,810.4941232,1.726524839,0.0,57.0,73645.85,10.0,0.0,6.0,5.0,6.0,2.0,4.0,5.0,5.0,4.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
7.457173484,172.440432,1552.772876,11.11418795,0.0,31.0,47944.46,10.0,0.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True
10.40351110230162,166.97788358299653,1774.379772297453,10.78261276249098,0.0,56.32451025515134,52884.801534798826,9.313003238468845,1.0,3.3855005397448075,3.3855005397448075,4.385500539744808,4.0,3.0,4.0,4.228998920510385,4.228998920510385,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False
5.886852,172.4441,842.193169,13.42226,1.0,38.0,79280.36,15.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True
52.30521,149.9378,4956.677539,7.945183,0.0,82.0,31023.93,13.0,0.0,5.0,5.0,5.0,5.0,2.0,5.0,6.0,6.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True
9.705809585,152.510442,1559.323963,13.7342759,0.0,39.0,47285.08,14.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
9.473091121,194.976769,1324.164906,12.0281501,0.0,33.0,31417.33,14.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False
5.855847,192.4404,768.3006696,9.800684,1.0,71.0,41676.3,12.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
3.771607,207.4974,1117.284921,8.884262,0.0,42.0,20896.26,14.0,1.0,2.0,2.0,4.0,4.0,1.0,5.0,6.0,6.0,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False
5.156329151,112.455141,465.2586783,8.111219363,0.0,45.0,27294.82,14.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,5.0,3.0,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True
15.38202,147.4783,1414.219141,5.672009,1.0,56.0,1722.01,9.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False
45.6406,210.1051,4810.343275,11.74964,0.0,42.0,73585.2,12.0,1.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
4.455386749,95.005709,610.2580075,7.450205641,0.0,42.0,29345.58,14.0,0.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
7.8969074514181425,197.9703707199725,1283.706293820853,12.371295126937069,0.2552492683700778,30.958005853039374,26260.151883729315,7.255249268370077,0.0,3.0,4.0,3.744750731629922,5.0,3.4895014632598444,4.0,4.4895014632598444,4.0,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False
1.440416687,207.638588,635.4288732,11.97165632,0.0,76.0,29005.1,14.0,0.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
8.526587325711366,166.41129119416698,1147.8198288594458,9.893922029384784,0.66231373873072,59.4272556301896,3992.600004050421,13.6884313063464,0.0,4.0,4.33768626126928,4.0,4.0,3.67537252253856,4.0,3.66231373873072,3.33768626126928,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True,True,True,False
52.83276,92.45514,4747.190141,11.31545,0.0,66.0,13899.94,11.0,0.0,4.0,5.0,4.0,6.0,2.0,5.0,5.0,4.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
8.353798,139.9568,1117.452708,8.494806,0.0,23.0,25895.26,8.0,1.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False
59.60557,127.4421,5648.297688,8.081922,0.0,53.0,35950.39,12.0,1.0,4.0,5.0,4.0,2.0,5.0,4.0,2.0,3.0,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
13.96391,139.9512,1745.07852,8.989551,0.0,76.0,71560.17,12.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
12.05713486,127.488728,1234.176575,4.455529019,1.0,67.0,34090.24,8.0,0.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
53.07379,152.4579,5233.690338,7.350533,0.0,38.0,8952.88,14.0,1.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
56.05747,162.4538,5229.767856,7.073565,0.0,73.0,81282.63,12.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False
7.786331200999421,183.61320431195335,1352.4564665480386,6.974849123870024,1.380386249355062,45.46285438693136,62546.41869125972,12.380386249355062,0.690193124677531,2.0,1.690193124677531,2.380386249355062,2.619613750644938,3.3098068753224688,4.0,3.0,2.3098068753224688,True,False,True,True,False,False,False,False,False,False,True,True,True,True,True,False,True,True
10.26390461,172.44408,1022.516053,6.69907945,0.0,83.0,15842.09,13.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False
6.585140105,120.003499,942.2015895,11.23380581,0.0,77.0,75066.56,16.0,0.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False
6.476211111348823,201.698105646588,1414.141049625733,10.586977239472636,0.0,42.08213787912314,63147.08251875681,13.020534469780785,2.244866382554804,3.0,3.0,3.0,4.0,3.755133617445196,4.0,3.244866382554804,3.244866382554804,False,False,True,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True
8.91671,179.9794,1024.783162,6.973723,0.0,70.0,10832.15,18.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False
7.601095088659118,160.94119326580943,1253.9691117318175,14.917789309968091,0.205337107602111,30.133427690052773,60622.90653948231,10.20533710760211,0.0,3.205337107602111,3.794662892397889,3.205337107602111,2.205337107602111,4.794662892397889,2.616011322806333,2.0,3.4106742152042218,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False
61.343,102.4746,5083.099357,11.34316,0.0,60.0,12508.6,10.0,0.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
48.90424,129.9763,4530.607391,12.62617,0.0,71.0,44924.44,10.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False
8.16762508,142.499263,1148.911745,11.93951737,0.0,54.0,38513.67,10.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,5.0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False
13.55218661,242.628057,1779.049529,5.031953948,1.0,67.0,10231.67,11.0,0.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
62.96952,179.9476,5476.19566,8.593968,0.0,76.0,62939.99,13.0,0.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False
60.1246,124.9781,5021.919456,7.917411,0.0,80.0,49761.98,11.0,2.0,5.0,4.0,4.0,6.0,1.0,7.0,4.0,7.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7.8432,147.4421,935.4475784,11.70586,1.0,55.0,47950.33,10.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
70.99616,114.9658,5999.083618,6.307844,0.0,67.0,32672.77,17.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,6.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
61.68555,275.1336,5694.030993,10.19731,0.0,79.0,45967.1,11.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,True,False
8.161575036977375,186.36190458591616,1300.4779542832218,12.931220450525132,0.0,47.62862655386614,32406.028896774045,11.221990743199878,1.0,3.481327162133252,2.740663581066626,4.221990743199878,3.481327162133252,4.2593364189333744,2.481327162133252,3.481327162133252,2.259336418933374,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False
7.709637907579129,189.2893669484,1125.0718382699492,8.812156022512161,0.658661354939767,33.0480318703614,62100.28669028327,12.0480318703614,0.0,4.0,3.0,3.341338645060233,3.975984064819301,3.024015935180699,4.317322709879534,3.658661354939767,3.975984064819301,False,False,False,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False
15.122816324806696,148.61548298820466,1704.2783227649522,12.513478977617668,0.1852703553833237,74.99770040465026,22915.269771263906,13.629459289233353,2.6294592892333526,3.0,4.0,2.3705407107666474,4.0,3.6294592892333526,3.0,3.185270355383324,1.5558110661499711,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False
6.592291,137.4392,646.3090606,17.1044,0.0,76.0,82481.35,7.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True
50.69374,232.624,5165.041808,7.06386,0.0,76.0,42411.01,12.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
2.635033991919589,208.80609634366417,751.3819284395744,9.487510155053,1.0,48.818813434591306,49249.20970437931,12.94803390186882,0.0519660981311802,2.05196609813118,2.1039321962623605,4.0,3.94803390186882,2.1039321962623605,5.0,3.94803390186882,2.1558982943935407,True,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,True
2.582668,164.9715,866.3476333,11.95007,0.0,81.0,38363.26,14.0,0.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True
8.222197048591573,182.42444419639895,1326.286128516888,12.124213633646454,1.7439051873021518,37.47550806982038,23633.735762205983,10.28047406348924,2.231715561906456,2.0,3.0,3.0,2.5121896253956963,4.256094812697848,2.256094812697848,3.0,3.0,True,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,True,False
27.98865,104.9643,2679.775265,11.47448,0.0,77.0,29681.02,9.0,2.0,2.0,2.0,1.0,5.0,3.0,3.0,3.0,4.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
2.9573756979344155,201.99900203748453,1314.9119319918589,12.627844327091248,0.6949531193430477,19.305046880656956,59419.46614561844,12.864671835401335,0.0,4.389906238686096,4.0,4.0,5.305046880656953,3.389906238686096,4.0,3.305046880656952,1.6100937613139046,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True
14.666336925374766,152.7574541178623,1974.1693138080689,10.826638383372382,1.4551999502602215,41.78373364835193,90167.36388295204,9.910399900520442,1.0,2.51493334991326,2.4850666500867407,2.51493334991326,4.0,4.485066650086741,3.4850666500867407,2.0,3.0,True,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True,False,False
2.284180152545225,183.3387492074864,667.6229594023185,8.496043481809199,0.3529585034523566,77.05828639297695,47780.48645532475,8.764792517261784,2.647041496547644,4.294082993095287,3.647041496547644,2.0,3.647041496547644,4.0,3.3529585034523564,3.294082993095287,3.294082993095287,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False
6.365998533,202.443347,951.886985,2.120350511,0.0,70.0,122957.19,17.0,0.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
11.182414351804605,145.55460953730804,1145.7382292421437,8.008183953825531,0.0,65.99518371565745,25911.008385733254,10.942026403119272,1.0,3.0,2.6473421343730914,3.2946842687461824,3.6473421343730914,3.3526578656269086,3.0,3.942026403119273,3.3526578656269086,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True
60.58684,127.4586,5409.545415,8.117138,0.0,25.0,15611.4,18.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
1.1518,182.4676,695.0268746,10.02031,0.0,25.0,14738.27,9.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,True
19.73065009,172.47417,2095.858312,9.474793202,0.0,63.0,32285.99,18.0,2.0,3.0,3.0,4.0,4.0,1.0,5.0,5.0,5.0,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False
48.0945088766075,222.15663181038948,4879.007151947254,6.879370503016839,1.0,45.03793261557552,81503.48818011273,11.74636038749267,0.1865900968731675,4.626819806253665,3.626819806253665,4.626819806253665,2.8134099031268325,3.373180193746335,4.813409903126832,3.813409903126833,4.440229709380498,False,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False
5.132507899281543,159.76000779067044,1146.749979194679,12.983692632334217,1.0,53.64029096101987,60752.73217099761,10.808405738893692,0.574782783318927,4.191594261106309,3.1915942611063093,4.0,3.1915942611063093,3.616811477787382,5.0,2.574782783318927,4.808405738893691,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False
5.316572100591998,256.54918360007065,1096.0316332741838,5.956558808621792,2.089289421108321,48.60707119190578,33146.19310940449,10.303570192963893,1.9107105788916785,5.0892894211083215,4.0892894211083215,4.392859614072215,4.696429807036108,2.3035701929638925,4.0892894211083215,5.0892894211083215,5.392859614072215,True,False,True,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True
9.363006,142.4827,1874.033411,11.22615,0.0,35.0,14642.58,12.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
69.93727200543172,254.7191166777976,7014.011140814946,9.563296221331978,0.92222331815486,32.73328072856671,95094.6121281528,15.6111165907743,1.0,3.0,3.07777668184514,3.92222331815486,3.0,4.0,3.07777668184514,4.0,4.0,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,True
46.87676,172.4567,4607.641291,14.64391,0.0,38.0,38947.81,15.0,1.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
4.050476057354538,207.79146929444195,1175.1872262279103,6.8409979024515,0.040975824027034,20.557081313027297,41306.89151992704,7.20487912013517,1.0,1.040975824027034,1.081951648054068,2.0,5.918048351945932,2.0819516480540683,4.0,2.0,4.0,True,False,True,False,False,True,False,False,False,False,True,True,True,True,True,True,False,True
17.27999,257.6549,2074.948906,8.721081,0.0,66.0,8840.8,14.0,1.0,3.0,4.0,2.0,3.0,6.0,2.0,2.0,2.0,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,True
12.862333074968449,240.0768409012816,1780.8852927759988,9.356849853934118,0.0,34.17182070157733,60278.28197580305,8.38061848418928,0.1268728280630933,3.0,2.2537456561261866,3.1268728280630933,4.126872828063093,2.38061848418928,4.0,3.0,3.8731271719369063,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,True
3.296466245070053,160.82858905651955,1216.8502426774137,12.217002675672752,0.9753431334790704,29.18352959300461,29739.30578431937,7.950686266958141,1.950686266958141,3.0,4.0,2.049313733041859,4.950686266958141,3.024656866520929,4.0,3.0,3.975343133479071,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False
66.94354,92.5018,5597.999017,7.950571,1.0,59.0,31633.68,10.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
13.31739,117.4872,1606.689609,10.72004,0.0,73.0,60432.79,16.0,0.0,3.0,2.0,3.0,1.0,6.0,3.0,3.0,2.0,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
65.87966,222.6326,6594.127635,7.01939,0.0,65.0,42242.38,12.0,1.0,6.0,5.0,5.0,5.0,3.0,6.0,5.0,4.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
4.899911,169.9378,756.9340947,10.5775,1.0,27.0,49071.14,14.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,7.0,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False
40.14232,230.1051,4024.612201,8.759585,0.0,35.0,25653.34,13.0,0.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,False
63.85242,114.9728,5771.534863,8.645631,0.0,26.0,4600.87,12.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
5.770445430288266,205.96419641138263,1555.789986508801,9.858136281539782,0.0,48.4353378759955,14839.336713553006,15.533697795635549,0.0,3.766848897817773,4.533697795635546,4.533697795635546,3.233151102182227,3.766848897817773,3.766848897817773,4.0,2.233151102182227,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,True
